par_name,par_true,par_hat,iter,seed,species
ln_phi,0.004875038816681803,-0.02553386649655891,24,32902,capelin
logit_rhoE,-1.757292894647811,-1.819252500216005,24,32902,capelin
finv_power,0.11382944103590899,0.10430961710896204,24,32902,capelin
log_kappaS,-3.752399186239947,0.5774616028544749,25,86637,capelin
kappaT,1.998815110331278,1.1520914568324694,25,86637,capelin
kappaST,0.5115413046457353,-4756.794414271191,25,86637,capelin
gamma_j,-1.366702112764886,-1.0070852481130184,25,86637,capelin
gamma_j,-0.20418998832033516,0.13591028131785876,25,86637,capelin
beta_k,-3.6861840593749773,-5.042884024822222,25,86637,capelin
ln_tauO,2.291462337712019,2.1427766797547725,25,86637,capelin
ln_tauE,2.5960761564785644,2.3630072708891405,25,86637,capelin
ln_kappa,-4.607785606808849,-4.4187582397620755,25,86637,capelin
ln_phi,0.004875038816681803,0.043517668370998665,25,86637,capelin
logit_rhoE,-1.757292894647811,-3.522117680327357,25,86637,capelin
finv_power,0.11382944103590899,0.12326583096646708,25,86637,capelin
log_kappaS,-3.752399186239947,-3.6318220075075005,26,17917,capelin
kappaT,1.998815110331278,3.0544350357786203,26,17917,capelin
kappaST,0.5115413046457353,-6.986926213145781,26,17917,capelin
gamma_j,-1.366702112764886,-2.013410121092126,26,17917,capelin
gamma_j,-0.20418998832033516,-0.49723078018980954,26,17917,capelin
beta_k,-3.6861840593749773,-5.720022999008354,26,17917,capelin
ln_tauO,2.291462337712019,2.232040768019823,26,17917,capelin
ln_tauE,2.5960761564785644,2.525379848473108,26,17917,capelin
ln_kappa,-4.607785606808849,-4.611503001848388,26,17917,capelin
ln_phi,0.004875038816681803,-0.03709349074938756,26,17917,capelin
logit_rhoE,-1.757292894647811,-1.7376052627018166,26,17917,capelin
finv_power,0.11382944103590899,0.10259390713894004,26,17917,capelin
log_kappaS,-3.752399186239947,-3.75839438844749,27,93064,capelin
kappaT,1.998815110331278,2.6532109217972657,27,93064,capelin
kappaST,0.5115413046457353,1.399482255572246,27,93064,capelin
gamma_j,-1.366702112764886,-1.27572205111698,27,93064,capelin
gamma_j,-0.20418998832033516,-0.4251174871271886,27,93064,capelin
beta_k,-3.6861840593749773,-4.758464773610415,27,93064,capelin
ln_tauO,2.291462337712019,2.192498214468432,27,93064,capelin
ln_tauE,2.5960761564785644,2.502370409360462,27,93064,capelin
ln_kappa,-4.607785606808849,-4.514502175800066,27,93064,capelin
ln_phi,0.004875038816681803,0.026302043947354536,27,93064,capelin
logit_rhoE,-1.757292894647811,-1.8327589375861522,27,93064,capelin
finv_power,0.11382944103590899,0.13125253611762408,27,93064,capelin
log_kappaS,-3.752399186239947,-3.7636975686457896,28,4996,capelin
kappaT,1.998815110331278,1.2019853515030128,28,4996,capelin
kappaST,0.5115413046457353,-0.29452036914462754,28,4996,capelin
gamma_j,-1.366702112764886,-0.8264997629368649,28,4996,capelin
gamma_j,-0.20418998832033516,-0.08876647148576099,28,4996,capelin
beta_k,-3.6861840593749773,-2.6798651172352845,28,4996,capelin
ln_tauO,2.291462337712019,2.398543441108239,28,4996,capelin
ln_tauE,2.5960761564785644,2.5306232243478166,28,4996,capelin
ln_kappa,-4.607785606808849,-4.5625758729823325,28,4996,capelin
ln_phi,0.004875038816681803,-0.020613886469454484,28,4996,capelin
logit_rhoE,-1.757292894647811,-2.2789497828211327,28,4996,capelin
finv_power,0.11382944103590899,0.08713643718574375,28,4996,capelin
log_kappaS,-3.752399186239947,-3.273349779896334,29,69581,capelin
kappaT,1.998815110331278,1.5087202478322677,29,69581,capelin
kappaST,0.5115413046457353,1.4029146265171037,29,69581,capelin
gamma_j,-1.366702112764886,-0.8052486857963477,29,69581,capelin
gamma_j,-0.20418998832033516,-0.16461922964343967,29,69581,capelin
beta_k,-3.6861840593749773,-3.868453969006845,29,69581,capelin
ln_tauO,2.291462337712019,2.373018089418608,29,69581,capelin
ln_tauE,2.5960761564785644,2.5071646397877965,29,69581,capelin
ln_kappa,-4.607785606808849,-4.542744780344378,29,69581,capelin
ln_phi,0.004875038816681803,0.03235051323815376,29,69581,capelin
logit_rhoE,-1.757292894647811,-1.9964636442793051,29,69581,capelin
finv_power,0.11382944103590899,0.13126984495101943,29,69581,capelin
log_kappaS,-3.752399186239947,-3.3256538334937016,30,66793,capelin
kappaT,1.998815110331278,1.5368216205769778,30,66793,capelin
kappaST,0.5115413046457353,1.231762414563262,30,66793,capelin
gamma_j,-1.366702112764886,-1.2241690670380059,30,66793,capelin
gamma_j,-0.20418998832033516,-0.3668454207634159,30,66793,capelin
beta_k,-3.6861840593749773,-3.9675122478674156,30,66793,capelin
ln_tauO,2.291462337712019,2.375624431796014,30,66793,capelin
ln_tauE,2.5960761564785644,2.44044832186771,30,66793,capelin
ln_kappa,-4.607785606808849,-4.492163064032346,30,66793,capelin
ln_phi,0.004875038816681803,-0.012532044701994186,30,66793,capelin
logit_rhoE,-1.757292894647811,-1.555079234916615,30,66793,capelin
finv_power,0.11382944103590899,0.10436542231798755,30,66793,capelin
log_kappaS,-3.752399186239947,-4.046849264992695,31,8580,capelin
kappaT,1.998815110331278,1.9460178739074658,31,8580,capelin
kappaST,0.5115413046457353,-4.712896543607673,31,8580,capelin
gamma_j,-1.366702112764886,-1.692803528758045,31,8580,capelin
gamma_j,-0.20418998832033516,-0.6628506030709423,31,8580,capelin
beta_k,-3.6861840593749773,-4.083425872824493,31,8580,capelin
ln_tauO,2.291462337712019,2.3444491596660653,31,8580,capelin
ln_tauE,2.5960761564785644,2.591445831820622,31,8580,capelin
ln_kappa,-4.607785606808849,-4.588802792448718,31,8580,capelin
ln_phi,0.004875038816681803,0.04929019971394323,31,8580,capelin
logit_rhoE,-1.757292894647811,-2.1139117199108908,31,8580,capelin
finv_power,0.11382944103590899,0.1410723038297525,31,8580,capelin
log_kappaS,-3.752399186239947,-4.035073953473583,32,54959,capelin
kappaT,1.998815110331278,1.6325776135082541,32,54959,capelin
kappaST,0.5115413046457353,0.4543199294557773,32,54959,capelin
gamma_j,-1.366702112764886,-1.6535757995833715,32,54959,capelin
gamma_j,-0.20418998832033516,-0.2706152911858673,32,54959,capelin
beta_k,-3.6861840593749773,-4.042683020466272,32,54959,capelin
ln_tauO,2.291462337712019,2.0897591686761494,32,54959,capelin
ln_tauE,2.5960761564785644,2.493934099915278,32,54959,capelin
ln_kappa,-4.607785606808849,-4.54168067091442,32,54959,capelin
ln_phi,0.004875038816681803,-0.059134683389126544,32,54959,capelin
logit_rhoE,-1.757292894647811,-1.773529793389861,32,54959,capelin
finv_power,0.11382944103590899,0.09413692372803817,32,54959,capelin
log_kappaS,-3.752399186239947,-3.3251082908655287,33,79837,capelin
kappaT,1.998815110331278,1.6505273932243572,33,79837,capelin
kappaST,0.5115413046457353,-5.700424997808914,33,79837,capelin
gamma_j,-1.366702112764886,-1.2980808439688172,33,79837,capelin
gamma_j,-0.20418998832033516,-0.16938192238661906,33,79837,capelin
beta_k,-3.6861840593749773,-5.0283190405945515,33,79837,capelin
ln_tauO,2.291462337712019,2.163197631429131,33,79837,capelin
ln_tauE,2.5960761564785644,2.4086210292981116,33,79837,capelin
ln_kappa,-4.607785606808849,-4.451311551855377,33,79837,capelin
ln_phi,0.004875038816681803,-0.007919618782844681,33,79837,capelin
logit_rhoE,-1.757292894647811,-1.7294804150975887,33,79837,capelin
finv_power,0.11382944103590899,0.12874014061185268,33,79837,capelin
log_kappaS,-3.752399186239947,0.4408006152035101,34,41182,capelin
kappaT,1.998815110331278,1.4860082571947264,34,41182,capelin
kappaST,0.5115413046457353,-6172.92202848061,34,41182,capelin
gamma_j,-1.366702112764886,-1.379110878105554,34,41182,capelin
gamma_j,-0.20418998832033516,-0.24525029943037682,34,41182,capelin
beta_k,-3.6861840593749773,-5.855087642972608,34,41182,capelin
ln_tauO,2.291462337712019,2.317348085911271,34,41182,capelin
ln_tauE,2.5960761564785644,2.553655441314124,34,41182,capelin
ln_kappa,-4.607785606808849,-4.6242944493791365,34,41182,capelin
ln_phi,0.004875038816681803,-0.03235516688707412,34,41182,capelin
logit_rhoE,-1.757292894647811,-1.8628631135092364,34,41182,capelin
finv_power,0.11382944103590899,0.12004891466921062,34,41182,capelin
log_kappaS,-3.752399186239947,-3.1590253128075223,35,17361,capelin
kappaT,1.998815110331278,2.586809652927286,35,17361,capelin
kappaST,0.5115413046457353,4.007348859194273,35,17361,capelin
gamma_j,-1.366702112764886,-1.3600899374358106,35,17361,capelin
gamma_j,-0.20418998832033516,-0.15514765117451904,35,17361,capelin
beta_k,-3.6861840593749773,-3.555440379768377,35,17361,capelin
ln_tauO,2.291462337712019,2.233473048501229,35,17361,capelin
ln_tauE,2.5960761564785644,2.5190863699577837,35,17361,capelin
ln_kappa,-4.607785606808849,-4.562996359610981,35,17361,capelin
ln_phi,0.004875038816681803,0.07905996420740997,35,17361,capelin
