par_name,par_true,par_hat,iter,seed,type,AIC,species
ln_kappa,-4.481140234499602,-4.448343466648162,2,27248,1-110,8169.216038641425,capelin
ln_phi,-0.2822198315577172,-0.3140070718983635,2,27248,1-110,8169.216038641425,capelin
logit_rhoE,-1.508357337467413,-1.464906831835067,2,27248,1-110,8169.216038641425,capelin
finv_power,-0.0661746743852703,-0.08123414339067582,2,27248,1-110,8169.216038641425,capelin
gamma_j,-1.6722477746567348,-0.40036476337900356,3,62315,1-000,4790.939545520621,capelin
gamma_j,-1.6722477746567348,-0.06014589594629073,3,62315,1-000,4790.939545520621,capelin
beta_k,-3.907675738449672,-3.876820435450585,3,62315,1-000,4790.939545520621,capelin
ln_tauO,2.495122826058058,2.562493434736308,3,62315,1-000,4790.939545520621,capelin
ln_tauE,2.4760094040671055,2.264841003536426,3,62315,1-000,4790.939545520621,capelin
ln_kappa,-4.481140234499602,-4.324270494750706,3,62315,1-000,4790.939545520621,capelin
ln_phi,-0.2822198315577172,-0.2592623582217335,3,62315,1-000,4790.939545520621,capelin
logit_rhoE,-1.508357337467413,-1.4635281617545983,3,62315,1-000,4790.939545520621,capelin
finv_power,-0.0661746743852703,-0.059079975552855886,3,62315,1-000,4790.939545520621,capelin
log_kappaS,-3.875531477279689,-4.950072394828409,3,62315,1-100,4784.985673756051,capelin
gamma_j,-1.6722477746567348,-0.7503191708411863,3,62315,1-100,4784.985673756051,capelin
gamma_j,-1.6722477746567348,-0.0434526808424357,3,62315,1-100,4784.985673756051,capelin
beta_k,-3.907675738449672,-3.94211990999604,3,62315,1-100,4784.985673756051,capelin
ln_tauO,2.495122826058058,2.551078833656427,3,62315,1-100,4784.985673756051,capelin
ln_tauE,2.4760094040671055,2.254185863927583,3,62315,1-100,4784.985673756051,capelin
ln_kappa,-4.481140234499602,-4.310395416577591,3,62315,1-100,4784.985673756051,capelin
ln_phi,-0.2822198315577172,-0.26173256207756873,3,62315,1-100,4784.985673756051,capelin
logit_rhoE,-1.508357337467413,-1.427483861582314,3,62315,1-100,4784.985673756051,capelin
finv_power,-0.0661746743852703,-0.05960253932908709,3,62315,1-100,4784.985673756051,capelin
kappaT,2.312335730956876,1.2778784100493337,3,62315,1-010,4770.401548888305,capelin
gamma_j,-1.6722477746567348,-1.0167704532235025,3,62315,1-010,4770.401548888305,capelin
gamma_j,-1.6722477746567348,-0.2249123286261949,3,62315,1-010,4770.401548888305,capelin
beta_k,-3.907675738449672,-3.865128046806806,3,62315,1-010,4770.401548888305,capelin
ln_tauO,2.495122826058058,2.5318116661434473,3,62315,1-010,4770.401548888305,capelin
ln_tauE,2.4760094040671055,2.236313575558941,3,62315,1-010,4770.401548888305,capelin
ln_kappa,-4.481140234499602,-4.278317683821124,3,62315,1-010,4770.401548888305,capelin
ln_phi,-0.2822198315577172,-0.2619025685506968,3,62315,1-010,4770.401548888305,capelin
logit_rhoE,-1.508357337467413,-1.5839479840773478,3,62315,1-010,4770.401548888305,capelin
finv_power,-0.0661746743852703,-0.05996681526247379,3,62315,1-010,4770.401548888305,capelin
log_kappaS,-3.875531477279689,-4.280183999241016,3,62315,1-110,4762.230544111833,capelin
kappaT,2.312335730956876,1.9281464391262717,3,62315,1-110,4762.230544111833,capelin
gamma_j,-1.6722477746567348,-1.6234656813487123,3,62315,1-110,4762.230544111833,capelin
gamma_j,-1.6722477746567348,-0.09684136318354293,3,62315,1-110,4762.230544111833,capelin
beta_k,-3.907675738449672,-3.9825436499554066,3,62315,1-110,4762.230544111833,capelin
ln_tauO,2.495122826058058,2.523081397028065,3,62315,1-110,4762.230544111833,capelin
ln_tauE,2.4760094040671055,2.232061755411201,3,62315,1-110,4762.230544111833,capelin
ln_kappa,-4.481140234499602,-4.271373219061533,3,62315,1-110,4762.230544111833,capelin
ln_phi,-0.2822198315577172,-0.26331001033798246,3,62315,1-110,4762.230544111833,capelin
logit_rhoE,-1.508357337467413,-1.6625851050899767,3,62315,1-110,4762.230544111833,capelin
finv_power,-0.0661746743852703,-0.06023052520814281,3,62315,1-110,4762.230544111833,capelin
gamma_j,-1.6722477746567348,-0.35145796785698785,4,14192,1-000,11577.609906024907,capelin
gamma_j,-1.6722477746567348,0.011423343073769453,4,14192,1-000,11577.609906024907,capelin
beta_k,-3.907675738449672,-2.8839502701837074,4,14192,1-000,11577.609906024907,capelin
ln_tauO,2.495122826058058,2.5372900099348943,4,14192,1-000,11577.609906024907,capelin
ln_tauE,2.4760094040671055,2.483404002637139,4,14192,1-000,11577.609906024907,capelin
ln_kappa,-4.481140234499602,-4.5031537709500835,4,14192,1-000,11577.609906024907,capelin
ln_phi,-0.2822198315577172,-0.21661076469528406,4,14192,1-000,11577.609906024907,capelin
logit_rhoE,-1.508357337467413,-1.3625386996295148,4,14192,1-000,11577.609906024907,capelin
finv_power,-0.0661746743852703,-0.025666833109536897,4,14192,1-000,11577.609906024907,capelin
log_kappaS,-3.875531477279689,-3.6670508196696905,4,14192,1-100,11567.369977767154,capelin
gamma_j,-1.6722477746567348,-0.6207073629431831,4,14192,1-100,11567.369977767154,capelin
gamma_j,-1.6722477746567348,0.051889576682025526,4,14192,1-100,11567.369977767154,capelin
beta_k,-3.907675738449672,-2.9421474965676166,4,14192,1-100,11567.369977767154,capelin
ln_tauO,2.495122826058058,2.5355760892030275,4,14192,1-100,11567.369977767154,capelin
ln_tauE,2.4760094040671055,2.482484121668768,4,14192,1-100,11567.369977767154,capelin
ln_kappa,-4.481140234499602,-4.498293158703291,4,14192,1-100,11567.369977767154,capelin
ln_phi,-0.2822198315577172,-0.2180244692012501,4,14192,1-100,11567.369977767154,capelin
logit_rhoE,-1.508357337467413,-1.425677761824915,4,14192,1-100,11567.369977767154,capelin
finv_power,-0.0661746743852703,-0.02631631048476113,4,14192,1-100,11567.369977767154,capelin
kappaT,2.312335730956876,1.4405591627437837,4,14192,1-010,11566.458278847549,capelin
gamma_j,-1.6722477746567348,-0.8370762489612663,4,14192,1-010,11566.458278847549,capelin
gamma_j,-1.6722477746567348,0.019285111646943565,4,14192,1-010,11566.458278847549,capelin
beta_k,-3.907675738449672,-2.8750031271465613,4,14192,1-010,11566.458278847549,capelin
ln_tauO,2.495122826058058,2.524506680644197,4,14192,1-010,11566.458278847549,capelin
ln_tauE,2.4760094040671055,2.4717179206523556,4,14192,1-010,11566.458278847549,capelin
ln_kappa,-4.481140234499602,-4.475092654472333,4,14192,1-010,11566.458278847549,capelin
ln_phi,-0.2822198315577172,-0.21696427376863073,4,14192,1-010,11566.458278847549,capelin
logit_rhoE,-1.508357337467413,-1.4708991014203128,4,14192,1-010,11566.458278847549,capelin
finv_power,-0.0661746743852703,-0.026092049628463683,4,14192,1-010,11566.458278847549,capelin
log_kappaS,-3.875531477279689,-4.070312649537078,4,14192,1-110,11549.26211471951,capelin
kappaT,2.312335730956876,2.1059072491969584,4,14192,1-110,11549.26211471951,capelin
gamma_j,-1.6722477746567348,-1.6585330043721835,4,14192,1-110,11549.26211471951,capelin
gamma_j,-1.6722477746567348,0.30256232694014396,4,14192,1-110,11549.26211471951,capelin
beta_k,-3.907675738449672,-3.0021934914588546,4,14192,1-110,11549.26211471951,capelin
ln_tauO,2.495122826058058,2.517770250653579,4,14192,1-110,11549.26211471951,capelin
ln_tauE,2.4760094040671055,2.4666427244518743,4,14192,1-110,11549.26211471951,capelin
ln_kappa,-4.481140234499602,-4.462416699590446,4,14192,1-110,11549.26211471951,capelin
ln_phi,-0.2822198315577172,-0.21986570317308352,4,14192,1-110,11549.26211471951,capelin
logit_rhoE,-1.508357337467413,-1.5598439523779455,4,14192,1-110,11549.26211471951,capelin
finv_power,-0.0661746743852703,-0.027321553672696387,4,14192,1-110,11549.26211471951,capelin
gamma_j,-1.6722477746567348,-0.4253640815389448,5,72071,1-000,7727.17436148239,capelin
gamma_j,-1.6722477746567348,-0.02218285131730658,5,72071,1-000,7727.17436148239,capelin
beta_k,-3.907675738449672,-3.004139537116609,5,72071,1-000,7727.17436148239,capelin
ln_tauO,2.495122826058058,2.432032865674762,5,72071,1-000,7727.17436148239,capelin
ln_tauE,2.4760094040671055,2.4252976318995985,5,72071,1-000,7727.17436148239,capelin
ln_kappa,-4.481140234499602,-4.507005605863845,5,72071,1-000,7727.17436148239,capelin
ln_phi,-0.2822198315577172,-0.2811827074294098,5,72071,1-000,7727.17436148239,capelin
logit_rhoE,-1.508357337467413,-1.6842800913097826,5,72071,1-000,7727.17436148239,capelin
finv_power,-0.0661746743852703,-0.06970759328954845,5,72071,1-000,7727.17436148239,capelin
log_kappaS,-3.875531477279689,-3.3766263604486917,5,72071,1-100,7723.774936486185,capelin
gamma_j,-1.6722477746567348,-0.6292440542111458,5,72071,1-100,7723.774936486185,capelin
gamma_j,-1.6722477746567348,-0.04293577013238426,5,72071,1-100,7723.774936486185,capelin
beta_k,-3.907675738449672,-2.9956695629018,5,72071,1-100,7723.774936486185,capelin
ln_tauO,2.495122826058058,2.431697051331537,5,72071,1-100,7723.774936486185,capelin
ln_tauE,2.4760094040671055,2.4246979632629206,5,72071,1-100,7723.774936486185,capelin
ln_kappa,-4.481140234499602,-4.5062545910868455,5,72071,1-100,7723.774936486185,capelin
ln_phi,-0.2822198315577172,-0.2819994236296002,5,72071,1-100,7723.774936486185,capelin
logit_rhoE,-1.508357337467413,-1.7666667569139025,5,72071,1-100,7723.774936486185,capelin
finv_power,-0.0661746743852703,-0.06995054231442535,5,72071,1-100,7723.774936486185,capelin
kappaT,2.312335730956876,1.07223127608475,5,72071,1-010,7714.860589264128,capelin
gamma_j,-1.6722477746567348,-0.8468462597529733,5,72071,1-010,7714.860589264128,capelin
gamma_j,-1.6722477746567348,-0.012950670160927831,5,72071,1-010,7714.860589264128,capelin
beta_k,-3.907675738449672,-3.0322067969228064,5,72071,1-010,7714.860589264128,capelin
ln_tauO,2.495122826058058,2.418202067419302,5,72071,1-010,7714.860589264128,capelin
ln_tauE,2.4760094040671055,2.4048788136747117,5,72071,1-010,7714.860589264128,capelin
ln_kappa,-4.481140234499602,-4.468568633983953,5,72071,1-010,7714.860589264128,capelin
ln_phi,-0.2822198315577172,-0.2821598264949374,5,72071,1-010,7714.860589264128,capelin
logit_rhoE,-1.508357337467413,-1.850807380122867,5,72071,1-010,7714.860589264128,capelin
finv_power,-0.0661746743852703,-0.07005609535719286,5,72071,1-010,7714.860589264128,capelin
log_kappaS,-3.875531477279689,-3.9413380665740676,5,72071,1-110,7692.921619995599,capelin
kappaT,2.312335730956876,2.0090860432118736,5,72071,1-110,7692.921619995599,capelin
gamma_j,-1.6722477746567348,-1.8067083397015296,5,72071,1-110,7692.921619995599,capelin
gamma_j,-1.6722477746567348,-0.09374489018941667,5,72071,1-110,7692.921619995599,capelin
beta_k,-3.907675738449672,-3.061486971449932,5,72071,1-110,7692.921619995599,capelin
ln_tauO,2.495122826058058,2.4136195587518694,5,72071,1-110,7692.921619995599,capelin
ln_tauE,2.4760094040671055,2.4019107158712223,5,72071,1-110,7692.921619995599,capelin
ln_kappa,-4.481140234499602,-4.456136958911999,5,72071,1-110,7692.921619995599,capelin
ln_phi,-0.2822198315577172,-0.2852206215064833,5,72071,1-110,7692.921619995599,capelin
logit_rhoE,-1.508357337467413,-1.9948632253084915,5,72071,1-110,7692.921619995599,capelin
finv_power,-0.0661746743852703,-0.07142950790145398,5,72071,1-110,7692.921619995599,capelin
gamma_j,-1.6722477746567348,-0.4160997365817739,6,58519,1-000,9397.258713213316,capelin
gamma_j,-1.6722477746567348,-0.01683283793793846,6,58519,1-000,9397.258713213316,capelin
beta_k,-3.907675738449672,-2.427455289480855,6,58519,1-000,9397.258713213316,capelin
ln_tauO,2.495122826058058,2.487403817768611,6,58519,1-000,9397.258713213316,capelin
ln_tauE,2.4760094040671055,2.4528498000903314,6,58519,1-000,9397.258713213316,capelin
ln_kappa,-4.481140234499602,-4.454902568393123,6,58519,1-000,9397.258713213316,capelin
ln_phi,-0.2822198315577172,-0.2461048355766129,6,58519,1-000,9397.258713213316,capelin
logit_rhoE,-1.508357337467413,-1.2201380702026674,6,58519,1-000,9397.258713213316,capelin
finv_power,-0.0661746743852703,-0.05430894617240721,6,58519,1-000,9397.258713213316,capelin
log_kappaS,-3.875531477279689,-2.549827066938551,6,58519,1-100,9398.53852564723,capelin
gamma_j,-1.6722477746567348,-0.46886640030395166,6,58519,1-100,9398.53852564723,capelin
gamma_j,-1.6722477746567348,-0.025204850987184505,6,58519,1-100,9398.53852564723,capelin
beta_k,-3.907675738449672,-2.4196334941772295,6,58519,1-100,9398.53852564723,capelin
ln_tauO,2.495122826058058,2.487034767169926,6,58519,1-100,9398.53852564723,capelin
ln_tauE,2.4760094040671055,2.453274678182213,6,58519,1-100,9398.53852564723,capelin
ln_kappa,-4.481140234499602,-4.455275708060478,6,58519,1-100,9398.53852564723,capelin
ln_phi,-0.2822198315577172,-0.24604443723018063,6,58519,1-100,9398.53852564723,capelin
logit_rhoE,-1.508357337467413,-1.2305106049286578,6,58519,1-100,9398.53852564723,capelin
finv_power,-0.0661746743852703,-0.054296659855370084,6,58519,1-100,9398.53852564723,capelin
kappaT,2.312335730956876,1.0890324189339795,6,58519,1-010,9395.235036173985,capelin
gamma_j,-1.6722477746567348,-0.7732384131459236,6,58519,1-010,9395.235036173985,capelin
gamma_j,-1.6722477746567348,-0.05238518710105526,6,58519,1-010,9395.235036173985,capelin
beta_k,-3.907675738449672,-2.429033213657992,6,58519,1-010,9395.235036173985,capelin
ln_tauO,2.495122826058058,2.4796664529277104,6,58519,1-010,9395.235036173985,capelin
ln_tauE,2.4760094040671055,2.4412234286078918,6,58519,1-010,9395.235036173985,capelin
ln_kappa,-4.481140234499602,-4.436031314112995,6,58519,1-010,9395.235036173985,capelin
ln_phi,-0.2822198315577172,-0.2473071807176744,6,58519,1-010,9395.235036173985,capelin
logit_rhoE,-1.508357337467413,-1.283360031428116,6,58519,1-010,9395.235036173985,capelin
finv_power,-0.0661746743852703,-0.055019941671724706,6,58519,1-010,9395.235036173985,capelin
log_kappaS,-3.875531477279689,-3.417999702571239,6,58519,1-110,9393.72143749267,capelin
kappaT,2.312335730956876,1.4027860658140958,6,58519,1-110,9393.72143749267,capelin
gamma_j,-1.6722477746567348,-1.088946322110094,6,58519,1-110,9393.72143749267,capelin
gamma_j,-1.6722477746567348,-0.03170408218762004,6,58519,1-110,9393.72143749267,capelin
beta_k,-3.907675738449672,-2.460932150747499,6,58519,1-110,9393.72143749267,capelin
ln_tauO,2.495122826058058,2.4784722904020997,6,58519,1-110,9393.72143749267,capelin
ln_tauE,2.4760094040671055,2.4413060078951485,6,58519,1-110,9393.72143749267,capelin
ln_kappa,-4.481140234499602,-4.435632068919304,6,58519,1-110,9393.72143749267,capelin
ln_phi,-0.2822198315577172,-0.24710031404070879,6,58519,1-110,9393.72143749267,capelin
logit_rhoE,-1.508357337467413,-1.3020104178939171,6,58519,1-110,9393.72143749267,capelin
finv_power,-0.0661746743852703,-0.05477358409807427,6,58519,1-110,9393.72143749267,capelin
gamma_j,-1.6722477746567348,-0.37714546332651516,7,12367,1-000,17064.574487326627,capelin
gamma_j,-1.6722477746567348,-0.051855534943444144,7,12367,1-000,17064.574487326627,capelin
beta_k,-3.907675738449672,-2.0919608869676543,7,12367,1-000,17064.574487326627,capelin
ln_tauO,2.495122826058058,2.483704081675389,7,12367,1-000,17064.574487326627,capelin
ln_tauE,2.4760094040671055,2.468023364292071,7,12367,1-000,17064.574487326627,capelin
ln_kappa,-4.481140234499602,-4.5379874545588015,7,12367,1-000,17064.574487326627,capelin
ln_phi,-0.2822198315577172,-0.27278941476830637,7,12367,1-000,17064.574487326627,capelin
logit_rhoE,-1.508357337467413,-1.354094448306931,7,12367,1-000,17064.574487326627,capelin
finv_power,-0.0661746743852703,-0.0556856562667973,7,12367,1-000,17064.574487326627,capelin
log_kappaS,-3.875531477279689,-3.3358550784443617,7,12367,1-100,17059.24849574362,capelin
gamma_j,-1.6722477746567348,-0.5942412293223558,7,12367,1-100,17059.24849574362,capelin
gamma_j,-1.6722477746567348,-0.07297588981829901,7,12367,1-100,17059.24849574362,capelin
beta_k,-3.907675738449672,-2.0817887288760524,7,12367,1-100,17059.24849574362,capelin
ln_tauO,2.495122826058058,2.4828836707356934,7,12367,1-100,17059.24849574362,capelin
ln_tauE,2.4760094040671055,2.4670042215571395,7,12367,1-100,17059.24849574362,capelin
ln_kappa,-4.481140234499602,-4.5346681089542855,7,12367,1-100,17059.24849574362,capelin
ln_phi,-0.2822198315577172,-0.2733194809890804,7,12367,1-100,17059.24849574362,capelin
logit_rhoE,-1.508357337467413,-1.3750152123765482,7,12367,1-100,17059.24849574362,capelin
finv_power,-0.0661746743852703,-0.055875955390108464,7,12367,1-100,17059.24849574362,capelin
kappaT,2.312335730956876,0.9719889343271456,7,12367,1-010,17050.48251103108,capelin
gamma_j,-1.6722477746567348,-0.7641251858975687,7,12367,1-010,17050.48251103108,capelin
gamma_j,-1.6722477746567348,-0.1602999443617378,7,12367,1-010,17050.48251103108,capelin
beta_k,-3.907675738449672,-2.06378186365028,7,12367,1-010,17050.48251103108,capelin
ln_tauO,2.495122826058058,2.477619510091661,7,12367,1-010,17050.48251103108,capelin
ln_tauE,2.4760094040671055,2.4617259558672853,7,12367,1-010,17050.48251103108,capelin
ln_kappa,-4.481140234499602,-4.5198207793772225,7,12367,1-010,17050.48251103108,capelin
ln_phi,-0.2822198315577172,-0.2736275071505053,7,12367,1-010,17050.48251103108,capelin
logit_rhoE,-1.508357337467413,-1.4025114098030966,7,12367,1-010,17050.48251103108,capelin
finv_power,-0.0661746743852703,-0.0561335492788282,7,12367,1-010,17050.48251103108,capelin
log_kappaS,-3.875531477279689,-3.566097105284176,7,12367,1-110,17043.81118872434,capelin
kappaT,2.312335730956876,1.4997099784635588,7,12367,1-110,17043.81118872434,capelin
gamma_j,-1.6722477746567348,-1.3069221574483822,7,12367,1-110,17043.81118872434,capelin
gamma_j,-1.6722477746567348,-0.20620293162791298,7,12367,1-110,17043.81118872434,capelin
beta_k,-3.907675738449672,-2.0939297954838296,7,12367,1-110,17043.81118872434,capelin
ln_tauO,2.495122826058058,2.473870306987963,7,12367,1-110,17043.81118872434,capelin
ln_tauE,2.4760094040671055,2.459722330739202,7,12367,1-110,17043.81118872434,capelin
ln_kappa,-4.481140234499602,-4.513792604515236,7,12367,1-110,17043.81118872434,capelin
ln_phi,-0.2822198315577172,-0.274136821548848,7,12367,1-110,17043.81118872434,capelin
logit_rhoE,-1.508357337467413,-1.4282761230507037,7,12367,1-110,17043.81118872434,capelin
finv_power,-0.0661746743852703,-0.056292520695986996,7,12367,1-110,17043.81118872434,capelin
gamma_j,-1.6722477746567348,-0.40195096341935854,8,88820,1-000,10366.61385488298,capelin
gamma_j,-1.6722477746567348,-0.028713616919640972,8,88820,1-000,10366.61385488298,capelin
beta_k,-3.907675738449672,-2.2047265271446217,8,88820,1-000,10366.61385488298,capelin
ln_tauO,2.495122826058058,2.563911457736846,8,88820,1-000,10366.61385488298,capelin
ln_tauE,2.4760094040671055,2.414286005674822,8,88820,1-000,10366.61385488298,capelin
ln_kappa,-4.481140234499602,-4.506679217295604,8,88820,1-000,10366.61385488298,capelin
ln_phi,-0.2822198315577172,-0.2797553989300967,8,88820,1-000,10366.61385488298,capelin
logit_rhoE,-1.508357337467413,-1.3303584351170294,8,88820,1-000,10366.61385488298,capelin
finv_power,-0.0661746743852703,-0.05462599567951718,8,88820,1-000,10366.61385488298,capelin
log_kappaS,-3.875531477279689,-3.394814217925337,8,88820,1-100,10361.605517889497,capelin
gamma_j,-1.6722477746567348,-0.6174182768762243,8,88820,1-100,10361.605517889497,capelin
gamma_j,-1.6722477746567348,-0.03158686131255491,8,88820,1-100,10361.605517889497,capelin
beta_k,-3.907675738449672,-2.215858880792844,8,88820,1-100,10361.605517889497,capelin
ln_tauO,2.495122826058058,2.5634730211535475,8,88820,1-100,10361.605517889497,capelin
ln_tauE,2.4760094040671055,2.413521754372437,8,88820,1-100,10361.605517889497,capelin
ln_kappa,-4.481140234499602,-4.505088504117407,8,88820,1-100,10361.605517889497,capelin
ln_phi,-0.2822198315577172,-0.2805547376150569,8,88820,1-100,10361.605517889497,capelin
logit_rhoE,-1.508357337467413,-1.3802882457061432,8,88820,1-100,10361.605517889497,capelin
finv_power,-0.0661746743852703,-0.05493079617682739,8,88820,1-100,10361.605517889497,capelin
kappaT,2.312335730956876,2.440931854124191,8,88820,1-010,10351.12420600693,capelin
gamma_j,-1.6722477746567348,-1.1656326489709954,8,88820,1-010,10351.12420600693,capelin
gamma_j,-1.6722477746567348,-0.08387933190041019,8,88820,1-010,10351.12420600693,capelin
beta_k,-3.907675738449672,-2.235308141661768,8,88820,1-010,10351.12420600693,capelin
